X,Y,fid,cng_(Meters)
682851.72809239954222,4182438.802909443154931,0,16170
682879.994533107848838,4182428.752619413658977,0,16200
682908.260973816271871,4182418.702329383697361,0,16230
682936.527414524694905,4182408.652039354201406,0,16260
682964.793855233001523,4182398.601749324705452,0,16290
682993.060295941424556,4182388.551459294743836,0,16320
683021.326736649731174,4182378.501169265247881,0,16350
683049.593177358154207,4182368.450879235751927,0,16380
683077.859618066577241,4182358.400589205790311,0,16410
683106.126058774883859,4182348.350299176294357,0,16440
683134.392499483306892,4182338.300009146798402,0,16470
683162.65894019161351,4182328.249719116836786,0,16500
683190.925380900036544,4182318.199429087340832,0,16530
683219.191821608343162,4182308.149139057844877,0,16560
683247.458262316766195,4182298.098849028348923,0,16590
683275.724703025189228,4182288.048558998387307,0,16620
683303.991143733495846,4182277.998268968891352,0,16650
683332.25758444191888,4182267.947978939395398,0,16680
683360.524025150225498,4182257.897688909433782,0,16710
683388.790465858648531,4182247.847398879937828,0,16740
683417.056906567071564,4182237.797108850441873,0,16770
683445.323347275378183,4182227.746818820480257,0,16800
683473.589787983801216,4182217.696528790984303,0,16830
683501.856228692107834,4182207.646238761488348,0,16860
683530.122669400530867,4182197.595948731526732,0,16890
683394.179292351938784,4182221.464603944681585,1,0
683421.799384750192985,4182209.754330851603299,1,30
683449.419477148563601,4182198.044057758990675,1,60
683477.039569546817802,4182186.33378466591239,1,90
683504.659661945188418,4182174.623511573299766,1,120
683532.279754343442619,4182162.91323848022148,1,150
683559.899846741813235,4182151.202965387608856,1,180
683587.519939140067436,4182139.492692294530571,1,210
683615.140031538321637,4182127.782419201917946,1,240
683642.760123936692253,4182116.072146108839661,1,270
683670.380216334946454,4182104.361873016227037,1,300
683698.00030873331707,4182092.651599923148751,1,330
683725.620401131571271,4182080.941326830536127,1,360
683753.240493529941887,4182069.231053737457842,1,390
683780.860585928196087,4182057.520780644845217,1,420
683808.480678326566704,4182045.810507551766932,1,450
683836.100770724820904,4182034.100234459154308,1,480
683863.720863123075105,4182022.389961366076022,1,510
683891.340955521445721,4182010.679688273463398,1,540
683918.961047919699922,4181998.969415180385113,1,570
683946.581140318070538,4181987.259142087772489,1,600
683974.201232716324739,4181975.548868994694203,1,630
684001.821325114695355,4181963.838595902081579,1,660
684029.441417512949556,4181952.128322809003294,1,690
684057.061509911203757,4181940.418049716390669,1,720
684084.681602309574373,4181928.707776623312384,1,750
684112.301694707828574,4181916.99750353069976,1,780
684139.92178710619919,4181905.287230437621474,1,810
684167.541879504453391,4181893.57695734500885,1,840
684195.161971902824007,4181881.866684251930565,1,870
684222.782064301078208,4181870.15641115931794,1,900
684250.402156699332409,4181858.446138066239655,1,930
684278.022249097703025,4181846.735864973627031,1,960
684305.642341495957226,4181835.025591880548745,1,990
684333.262433894327842,4181823.315318787936121,1,1020
684360.882526292582043,4181811.605045694857836,1,1050
684388.502618690952659,4181799.894772602245212,1,1080
684416.122711089206859,4181788.184499509166926,1,1110
684443.74280348746106,4181776.474226416554302,1,1140
684471.362895885831676,4181764.763953323476017,1,1170
684498.982988284085877,4181753.053680230863392,1,1200
684526.603080682456493,4181741.343407137785107,1,1230
684554.223173080710694,4181729.633134045172483,1,1260
684581.84326547908131,4181717.922860952094197,1,1290
684609.463357877335511,4181706.212587859481573,1,1320
684637.083450275706127,4181694.502314766403288,1,1350
684664.703542673960328,4181682.792041673790663,1,1380
684692.323635072214529,4181671.081768580712378,1,1410
684719.943727470585145,4181659.371495488099754,1,1440
684747.563819868839346,4181647.661222395021468,1,1470
684775.183912267209962,4181635.950949302408844,1,1500
684802.804004665464163,4181624.240676209330559,1,1530
684830.424097063834779,4181612.530403116717935,1,1560
684858.04418946208898,4181600.820130023639649,1,1590
684885.664281860343181,4181589.109856931027025,1,1620
684913.284374258713797,4181577.39958383794874,1,1650
684940.904466656967998,4181565.689310745336115,1,1680
684968.524559055338614,4181553.97903765225783,1,1710
684996.144651453592815,4181542.268764559645206,1,1740
685023.764743851963431,4181530.55849146656692,1,1770
685051.384836250217631,4181518.848218373488635,1,1800
685079.004928648471832,4181507.137945280876011,1,1830
685106.625021046842448,4181495.427672187797725,1,1860
685134.245113445096649,4181483.717399095185101,1,1890
685161.865205843467265,4181472.007126002106816,1,1920
685189.485298241721466,4181460.296852909494191,1,1950
685217.105390640092082,4181448.586579816415906,1,1980
685244.725483038346283,4181436.876306723803282,1,2010
685272.345575436600484,4181425.166033630724996,1,2040
685299.9656678349711,4181413.455760538112372,1,2070
685327.585760233225301,4181401.745487445034087,1,2100
685355.205852631595917,4181390.035214352421463,1,2130
685382.825945029850118,4181378.324941259343177,1,2160
685410.446037428220734,4181366.614668166730553,1,2190
685438.066129826474935,4181354.904395073652267,1,2220
685465.686222224845551,4181343.194121981039643,1,2250
685493.306314623099752,4181331.483848887961358,1,2280
685520.926407021353953,4181319.773575795348734,1,2310
685548.546499419724569,4181308.063302702270448,1,2340
685576.16659181797877,4181296.353029609657824,1,2370
685603.786684216349386,4181284.642756516579539,1,2400
685631.406776614603586,4181272.932483423966914,1,2430
685659.026869012974203,4181261.222210330888629,1,2460
685686.646961411228403,4181249.511937238276005,1,2490
685714.267053809482604,4181237.801664145197719,1,2520
685741.88714620785322,4181226.091391052585095,1,2550
685769.507238606107421,4181214.38111795950681,1,2580
685797.127331004478037,4181202.670844866894186,1,2610
685824.747423402732238,4181190.9605717738159,1,2640
685852.367515801102854,4181179.250298681203276,1,2670
685879.987608199357055,4181167.54002558812499,1,2700
685907.607700597611256,4181155.829752495512366,1,2730
685935.227792995981872,4181144.119479402434081,1,2760
685962.847885394236073,4181132.409206309821457,1,2790
685990.467977792606689,4181120.698933216743171,1,2820
686018.08807019086089,4181108.988660124130547,1,2850
686045.708162589231506,4181097.278387031052262,1,2880
686073.328254987485707,4181085.568113938439637,1,2910
686100.948347385739908,4181073.857840845361352,1,2940
686128.568439784110524,4181062.147567752748728,1,2970
686156.188532182364725,4181050.437294659670442,1,3000
686183.808624580735341,4181038.727021567057818,1,3030
686211.428716978989542,4181027.016748473979533,1,3060
686239.048809377360158,4181015.306475381366909,1,3090
686266.668901775614358,4181003.596202288288623,1,3120
686294.288994173984975,4180991.885929195675999,1,3150
686321.909086572239175,4180980.175656102597713,1,3180
686349.529178970493376,4180968.465383009985089,1,3210
686377.149271368863992,4180956.755109916906804,1,3240
686404.769363767118193,4180945.04483682429418,1,3270
686432.389456165488809,4180933.334563731215894,1,3300
686460.00954856374301,4180921.62429063860327,1,3330
686487.629640962113626,4180909.914017545524985,1,3360
686515.249733360367827,4180898.20374445291236,1,3390
686542.869825758622028,4180886.493471359834075,1,3420
686570.489918156992644,4180874.783198267221451,1,3450
686598.110010555246845,4180863.072925174143165,1,3480
686625.730102953617461,4180851.36265208106488,1,3510
686653.350195351871662,4180839.652378988452256,1,3540
686680.970287750242278,4180827.94210589537397,1,3570
686708.590380148496479,4180816.231832802761346,1,3600
686736.21047254675068,4180804.521559709683061,1,3630
686763.830564945121296,4180792.811286617070436,1,3660
686791.450657343375497,4180781.101013523992151,1,3690
686819.070749741746113,4180769.390740431379527,1,3720
686846.690842140000314,4180757.680467338301241,1,3750
686874.31093453837093,4180745.970194245688617,1,3780
686901.93102693662513,4180734.259921152610332,1,3810
686929.551119334879331,4180722.549648059997708,1,3840
686957.171211733249947,4180710.839374966919422,1,3870
686984.791304131504148,4180699.129101874306798,1,3900
687012.411396529874764,4180687.418828781228513,1,3930
687040.031488928128965,4180675.708555688615888,1,3960
687067.651581326499581,4180663.998282595537603,1,3990
687095.271673724753782,4180652.288009502924979,1,4020
687122.891766123124398,4180640.577736409846693,1,4050
687150.511858521378599,4180628.867463317234069,1,4080
687178.1319509196328,4180617.157190224155784,1,4110
687205.752043318003416,4180605.446917131543159,1,4140
687233.372135716257617,4180593.736644038464874,1,4170
687260.992228114628233,4180582.02637094585225,1,4200
687288.612320512882434,4180570.316097852773964,1,4230
687316.23241291125305,4180558.60582476016134,1,4260
687343.852505309507251,4180546.895551667083055,1,4290
687371.472597707761452,4180535.185278574470431,1,4320
687399.092690106132068,4180523.475005481392145,1,4350
687426.712782504386269,4180511.764732388779521,1,4380
687454.332874902756885,4180500.054459295701236,1,4410
687481.952967301011086,4180488.344186203088611,1,4440
687509.573059699381702,4180476.633913110010326,1,4470
687537.193152097635902,4180464.923640017397702,1,4500
687564.813244495890103,4180453.213366924319416,1,4530
687592.433336894260719,4180441.503093831706792,1,4560
687620.05342929251492,4180429.792820738628507,1,4590
687647.673521690885536,4180418.082547646015882,1,4620
687675.293614089139737,4180406.372274552937597,1,4650
687702.913706487510353,4180394.662001460324973,1,4680
687730.533798885764554,4180382.951728367246687,1,4710
687758.153891284018755,4180371.241455274634063,1,4740
687785.773983682389371,4180359.531182181555778,1,4770
687813.394076080643572,4180347.820909088943154,1,4800
687841.014168479014188,4180336.110635995864868,1,4830
687868.634260877268389,4180324.400362903252244,1,4860
687896.254353275639005,4180312.690089810173959,1,4890
687923.874445673893206,4180300.979816717561334,1,4920
687951.494538072263822,4180289.269543624483049,1,4950
687979.114630470518023,4180277.559270531870425,1,4980
688006.734722868772224,4180265.848997438792139,1,5010
688034.35481526714284,4180254.138724346179515,1,5040
688061.974907665397041,4180242.42845125310123,1,5070
688089.595000063767657,4180230.718178160488605,1,5100
688117.215092462021858,4180219.00790506741032,1,5130
688144.835184860392474,4180207.297631974797696,1,5160
688172.455277258646674,4180195.58735888171941,1,5190
688200.075369656900875,4180183.877085789106786,1,5220
688227.695462055271491,4180172.166812696028501,1,5250
688255.315554453525692,4180160.456539602950215,1,5280
688282.935646851896308,4180148.746266510337591,1,5310
688310.555739250150509,4180137.035993417259306,1,5340
688338.175831648521125,4180125.325720324646682,1,5370
688365.795924046775326,4180113.615447231568396,1,5400
688393.416016445029527,4180101.905174138955772,1,5430
688421.036108843400143,4180090.194901045877486,1,5460
688448.656201241654344,4180078.484627953264862,1,5490
688476.27629364002496,4180066.774354860186577,1,5520
688503.896386038279161,4180055.064081767573953,1,5550
688531.516478436649777,4180043.353808674495667,1,5580
688559.136570834903978,4180031.643535581883043,1,5610
688586.756663233158179,4180019.933262488804758,1,5640
688614.376755631528795,4180008.222989396192133,1,5670
688641.996848029782996,4179996.512716303113848,1,5700
688669.616940428153612,4179984.802443210501224,1,5730
688697.237032826407813,4179973.092170117422938,1,5760
688724.857125224778429,4179961.381897024810314,1,5790
688752.477217623032629,4179949.671623931732029,1,5820
688780.097310021403246,4179937.961350839119405,1,5850
688807.717402419657446,4179926.251077746041119,1,5880
688835.337494817911647,4179914.540804653428495,1,5910
688862.957587216282263,4179902.830531560350209,1,5940
688890.577679614536464,4179891.120258467737585,1,5970
688918.19777201290708,4179879.4099853746593,1,6000
688945.817864411161281,4179867.699712282046676,1,6030
688973.437956809531897,4179855.98943918896839,1,6060
689001.058049207786098,4179844.279166096355766,1,6090
689028.678141606040299,4179832.568893003277481,1,6120
689056.298234004410915,4179820.858619910664856,1,6150
689083.918326402665116,4179809.148346817586571,1,6180
689111.538418801035732,4179797.438073724973947,1,6210
689139.158511199289933,4179785.727800631895661,1,6240
689166.778603597660549,4179774.017527539283037,1,6270
689194.39869599591475,4179762.307254446204752,1,6300
689222.018788394168951,4179750.596981353592128,1,6330
689249.638880792539567,4179738.886708260513842,1,6360
689277.258973190793768,4179727.176435167901218,1,6390
689304.879065589164384,4179715.466162074822932,1,6420
689332.499157987418585,4179703.755888982210308,1,6450
689360.119250385789201,4179692.045615889132023,1,6480
689387.739342784043401,4179680.335342796519399,1,6510
689415.359435182297602,4179668.625069703441113,1,6540
689442.979527580668218,4179656.914796610828489,1,6570
689470.599619978922419,4179645.204523517750204,1,6600
689498.219712377293035,4179633.494250425137579,1,6630
689525.839804775547236,4179621.783977332059294,1,6660
689553.459897173917852,4179610.07370423944667,1,6690
689581.079989572172053,4179598.363431146368384,1,6720
689608.700081970542669,4179586.65315805375576,1,6750
689636.047588685993105,4179574.329059160780162,1,6780
689663.255829219007865,4179561.691351809538901,1,6810
689690.464069752022624,4179549.05364445829764,1,6840
689717.672310284920968,4179536.415937106590718,1,6870
689744.880550817935728,4179523.778229755349457,1,6900
689772.088791350950487,4179511.140522404108196,1,6930
689799.297031883965246,4179498.502815052866936,1,6960
689826.50527241686359,4179485.865107701160014,1,6990
689853.71351294987835,4179473.227400349918753,1,7020
689880.921753482893109,4179460.589692998677492,1,7050
689908.129994015907869,4179447.95198564697057,1,7080
689935.338234548806213,4179435.314278295729309,1,7110
689962.546475081820972,4179422.676570944488049,1,7140
689989.754715614835732,4179410.038863592781126,1,7170
690016.962956147850491,4179397.401156241539866,1,7200
690044.171196680748835,4179384.763448890298605,1,7230
690071.379437213763595,4179372.125741539057344,1,7260
690098.587677746778354,4179359.488034187350422,1,7290
690125.795918279793113,4179346.850326836109161,1,7320
690153.004158812691458,4179334.212619484867901,1,7350
690180.212399345706217,4179321.574912133160979,1,7380
690207.420639878720976,4179308.937204781919718,1,7410
690234.628880411735736,4179296.299497430678457,1,7440
690261.83712094463408,4179283.661790078971535,1,7470
690289.045361477648839,4179271.024082727730274,1,7500
690316.253602010663599,4179258.386375376489013,1,7530
690343.461842543678358,4179245.748668024782091,1,7560
690370.670083076576702,4179233.110960673540831,1,7590
690397.878323609591462,4179220.47325332229957,1,7620
690425.086564142606221,4179207.835545971058309,1,7650
690452.294804675620981,4179195.197838619351387,1,7680
690479.503045208519325,4179182.560131268110126,1,7710
690506.711285741534084,4179169.922423916868865,1,7740
690533.919526274548844,4179157.284716565161943,1,7770
690561.127766807563603,4179144.647009213920683,1,7800
690588.336007340461947,4179132.009301862679422,1,7830
690615.544247873476706,4179119.3715945109725,1,7860
690642.752488406491466,4179106.733887159731239,1,7890
690669.960728939506225,4179094.096179808489978,1,7920
690697.168969472404569,4179081.458472457248718,1,7950
690724.377210005419329,4179068.820765105541795,1,7980
690751.585450538434088,4179056.183057754300535,1,8010
690778.793691071448848,4179043.545350403059274,1,8040
690806.001931604347192,4179030.907643051352352,1,8070
690833.210172137361951,4179018.269935700111091,1,8100
690860.418412670376711,4179005.63222834886983,1,8130
690887.62665320339147,4178992.994520997162908,1,8160
690914.834893736289814,4178980.356813645921648,1,8190
690942.043134269304574,4178967.719106294680387,1,8220
690969.251374802319333,4178955.081398942973465,1,8250
690996.459615335217677,4178942.443691591732204,1,8280
691023.667855868232436,4178929.805984240490943,1,8310
691050.876096401247196,4178917.168276889249682,1,8340
691078.084336934261955,4178904.53056953754276,1,8370
691105.292577467160299,4178891.8928621863015,1,8400
691132.500818000175059,4178879.255154835060239,1,8430
691159.709058533189818,4178866.617447483353317,1,8460
691186.917299066204578,4178853.979740132112056,1,8490
691214.125539599102922,4178841.342032780870795,1,8520
691241.333780132117681,4178828.704325429163873,1,8550
691268.542020665132441,4178816.066618077922612,1,8580
691295.7502611981472,4178803.428910726681352,1,8610
691322.958501731045544,4178790.791203375440091,1,8640
691350.166742264060304,4178778.153496023733169,1,8670
691377.374982797075063,4178765.515788672491908,1,8700
691404.583223330089822,4178752.878081321250647,1,8730
691431.791463862988167,4178740.240373969543725,1,8760
691458.999704396002926,4178727.602666618302464,1,8790
691486.207944929017685,4178714.964959267061204,1,8820
691513.416185462032445,4178702.327251915354282,1,8850
691540.624425994930789,4178689.689544564113021,1,8880
691567.832666527945548,4178677.05183721287176,1,8910
691595.040907060960308,4178664.414129861164838,1,8940
691622.249147593975067,4178651.776422509923577,1,8970
691649.457388126873411,4178639.138715158682317,1,9000
691676.665628659888171,4178626.501007807441056,1,9030
691703.87386919290293,4178613.863300455734134,1,9060
691731.08210972591769,4178601.225593104492873,1,9090
691758.290350258816034,4178588.587885753251612,1,9120
691785.498590791830793,4178575.95017840154469,1,9150
691812.706831324845552,4178563.312471050303429,1,9180
691839.915071857860312,4178550.674763699062169,1,9210
691867.123312390758656,4178538.037056347355247,1,9240
691894.331552923773415,4178525.399348996113986,1,9270
691921.539793456788175,4178512.761641644872725,1,9300
691948.748033989802934,4178500.123934293165803,1,9330
691975.956274522701278,4178487.486226941924542,1,9360
692003.164515055716038,4178474.848519590683281,1,9390
692030.372755588730797,4178462.210812239442021,1,9420
692057.580996121745557,4178449.573104887735099,1,9450
692084.789236654643901,4178436.935397536493838,1,9480
692111.99747718765866,4178424.297690185252577,1,9510
692139.20571772067342,4178411.659982833545655,1,9540
692166.413958253688179,4178399.022275482304394,1,9570
692193.622198786586523,4178386.384568131063133,1,9600
692220.830439319601282,4178373.746860779356211,1,9630
692248.038679852616042,4178361.109153428114951,1,9660
692275.246920385630801,4178348.47144607687369,1,9690
692302.455160918529145,4178335.833738725632429,1,9720
692329.663401451543905,4178323.196031373925507,1,9750
692356.871641984558664,4178310.558324022684246,1,9780
692384.079882517573424,4178297.920616671442986,1,9810
692411.288123050471768,4178285.282909319736063,1,9840
692438.496363583486527,4178272.645201968494803,1,9870
692465.704604116501287,4178260.007494617253542,1,9900
692492.912844649516046,4178247.36978726554662,1,9930
692520.12108518241439,4178234.732079914305359,1,9960
692547.32932571542915,4178222.094372563064098,1,9990
692574.537566248443909,4178209.456665211357176,1,10020
692601.745806781458668,4178196.818957860115916,1,10050
692628.954047314357013,4178184.181250508874655,1,10080
692656.162287847371772,4178171.543543157633394,1,10110
692683.370528380386531,4178158.905835805926472,1,10140
692710.578768913401291,4178146.268128454685211,1,10170
692737.787009446299635,4178133.63042110344395,1,10200
692764.995249979314394,4178120.992713751737028,1,10230
692792.203490512329154,4178108.355006400495768,1,10260
692819.411731045343913,4178095.717299049254507,1,10290
692846.619971578242257,4178083.079591697547585,1,10320
692873.828212111257017,4178070.441884346306324,1,10350
692901.036452644271776,4178057.804176995065063,1,10380
692928.244693177286536,4178045.166469643823802,1,10410
692954.705834670108743,4178031.251991687342525,1,10440
692979.051864913664758,4178013.722849912010133,1,10470
693003.397895157220773,4177996.193708136677742,1,10500
693027.743925400776789,4177978.664566361345351,1,10530
693052.089955644332804,4177961.135424586012959,1,10560
693076.435985887888819,4177943.606282810680568,1,10590
693100.782016131444834,4177926.077141035348177,1,10620
693125.128046375000849,4177908.547999260015786,1,10650
693149.474076618556865,4177891.018857484217733,1,10680
693173.820106861996464,4177873.489715708885342,1,10710
693198.16613710555248,4177855.960573933552951,1,10740
693222.512167349108495,4177838.431432158220559,1,10770
693246.85819759266451,4177820.902290382888168,1,10800
693271.204227836220525,4177803.373148607555777,1,10830
693295.55025807977654,4177785.844006832223386,1,10860
693319.896288323332556,4177768.314865056890994,1,10890
693344.242318566888571,4177750.785723281558603,1,10920
693368.588348810444586,4177733.256581506226212,1,10950
693392.934379054000601,4177715.727439730893821,1,10980
693417.280409297440201,4177698.198297955561429,1,11010
693441.626439540996216,4177680.669156180229038,1,11040
693465.972469784552231,4177663.140014404896647,1,11070
693490.318500028108247,4177645.610872629564255,1,11100
693514.664530271664262,4177628.081730854231864,1,11130
693539.010560515220277,4177610.552589078899473,1,11160
693563.356590758776292,4177593.023447303567082,1,11190
693587.702621002332307,4177575.49430552823469,1,11220
693612.048651245888323,4177557.965163752902299,1,11250
693636.394681489327922,4177540.436021977569908,1,11280
693660.740711732883938,4177522.906880202237517,1,11310
693685.086741976439953,4177505.377738426439464,1,11340
693709.432772219995968,4177487.848596651107073,1,11370
693733.778802463551983,4177470.319454875774682,1,11400
693758.124832707107998,4177452.79031310044229,1,11430
693782.470862950664014,4177435.261171325109899,1,11460
693806.816893194220029,4177417.732029549777508,1,11490
693831.162923437776044,4177400.202887774445117,1,11520
693855.508953681215644,4177382.67374599911273,1,11550
693879.854983924771659,4177365.144604223780334,1,11580
693904.201014168327674,4177347.615462448447943,1,11610
693928.547044411883689,4177330.086320673115551,1,11640
693952.893074655439705,4177312.55717889778316,1,11670
693977.23910489899572,4177295.028037122450769,1,11700
694001.585135142551735,4177277.498895347118378,1,11730
694025.93116538610775,4177259.969753571785986,1,11760
694050.277195629663765,4177242.440611796453595,1,11790
694074.623225873219781,4177224.911470021121204,1,11820
694098.96925611665938,4177207.382328245788813,1,11850
694123.315286360215396,4177189.853186470456421,1,11880
694147.661316603771411,4177172.32404469512403,1,11910
694172.007346847327426,4177154.794902919791639,1,11940
694196.353377090883441,4177137.265761143993586,1,11970
694220.699407334439456,4177119.736619368661195,1,12000
694245.045437577995472,4177102.207477593328804,1,12030
694269.391467821551487,4177084.678335817996413,1,12060
694293.737498065107502,4177067.149194042664021,1,12090
694318.083528308547102,4177049.62005226733163,1,12120
694342.429558552103117,4177032.090910491999239,1,12150
694366.775588795659132,4177014.561768716666847,1,12180
694391.121619039215147,4176997.032626941334456,1,12210
694415.467649282771163,4176979.503485166002065,1,12240
694439.813679526327178,4176961.974343390669674,1,12270
694464.159709769883193,4176944.445201615337282,1,12300
694488.505740013439208,4176926.916059840004891,1,12330
694512.851770256995223,4176909.3869180646725,1,12360
694537.197800500434823,4176891.857776289340109,1,12390
694561.543830743990839,4176874.328634514007717,1,12420
694585.889860987546854,4176856.799492738675326,1,12450
694610.235891231102869,4176839.270350963342935,1,12480
694634.581921474658884,4176821.741209188010544,1,12510
694658.927951718214899,4176804.212067412678152,1,12540
694683.273981961770914,4176786.682925637345761,1,12570
694707.62001220532693,4176769.15378386201337,1,12600
694731.966042448882945,4176751.624642086215317,1,12630
694756.31207269243896,4176734.095500310882926,1,12660
694780.65810293587856,4176716.566358535550535,1,12690
694805.004133179434575,4176699.037216760218143,1,12720
694829.35016342299059,4176681.508074984885752,1,12750
694853.696193666546606,4176663.978933209553361,1,12780
694878.042223910102621,4176646.44979143422097,1,12810
694902.388254153658636,4176628.920649658888578,1,12840
694926.734284397214651,4176611.391507883556187,1,12870
694951.080314640770666,4176593.862366108223796,1,12900
694975.426344884326681,4176576.333224332891405,1,12930
694999.772375127766281,4176558.804082557559013,1,12960
695024.118405371322297,4176541.274940782226622,1,12990
695048.464435614878312,4176523.745799006894231,1,13020
695072.810465858434327,4176506.21665723156184,1,13050
695097.156496101990342,4176488.687515456229448,1,13080
695121.502526345546357,4176471.158373680897057,1,13110
695145.848556589102373,4176453.629231905564666,1,13140
695170.194586832658388,4176436.100090130232275,1,13170
695194.540617076214403,4176418.570948354899883,1,13200
695218.886647319654003,4176401.041806579567492,1,13230
695242.473954101093113,4176382.513331587892026,1,13260
695265.900018384330906,4176363.772480161394924,1,13290
695289.326082667685114,4176345.031628734432161,1,13320
695312.752146950922906,4176326.290777307935059,1,13350
695336.178211234277114,4176307.549925881437957,1,13380
695359.604275517514907,4176288.809074454940856,1,13410
695383.030339800869115,4176270.068223027978092,1,13440
695406.456404084106907,4176251.327371601480991,1,13470
695429.882468367461115,4176232.586520174983889,1,13500
695453.308532650698908,4176213.845668748021126,1,13530
695476.734596934053116,4176195.104817321524024,1,13560
695500.160661217290908,4176176.363965895026922,1,13590
695523.586725500645116,4176157.62311446852982,1,13620
695547.012789783882909,4176138.882263041567057,1,13650
695570.438854067237116,4176120.141411615069956,1,13680
695593.864918350474909,4176101.400560188572854,1,13710
695617.290982633712701,4176082.659708761610091,1,13740
695640.717046917066909,4176063.918857335112989,1,13770
695664.143111200304702,4176045.178005908615887,1,13800
695687.56917548365891,4176026.437154482118785,1,13830
695710.995239766896702,4176007.696303055156022,1,13860
695734.42130405025091,4175988.955451628658921,1,13890
695757.847368333488703,4175970.214600202161819,1,13920
695781.273432616842911,4175951.473748775199056,1,13950
695804.699496900080703,4175932.732897348701954,1,13980
695828.125561183434911,4175913.992045922204852,1,14010
695851.551625466672704,4175895.25119449570775,1,14040
695874.977689750026911,4175876.510343068744987,1,14070
695898.403754033264704,4175857.769491642247885,1,14100
695921.829818316618912,4175839.028640215750784,1,14130
695945.255882599856704,4175820.287788788788021,1,14160
695968.681946883094497,4175801.546937362290919,1,14190
695992.108011166448705,4175782.806085935793817,1,14220
696015.534075449686497,4175764.065234509296715,1,14250
696038.960139733040705,4175745.324383082333952,1,14280
696062.386204016278498,4175726.58353165583685,1,14310
696085.812268299632706,4175707.842680229339749,1,14340
696109.238332582870498,4175689.101828802376986,1,14370
696132.664396866224706,4175670.360977375879884,1,14400
696156.090461149462499,4175651.620125949382782,1,14430
696179.516525432816707,4175632.87927452288568,1,14460
696202.942589716054499,4175614.138423095922917,1,14490
696226.368653999408707,4175595.397571669425815,1,14520
696249.7947182826465,4175576.656720242928714,1,14550
696273.220782566000707,4175557.91586881596595,1,14580
696296.6468468492385,4175539.175017389468849,1,14610
696320.072911132476293,4175520.434165962971747,1,14640
696343.4989754158305,4175501.693314536008984,1,14670
696366.925039699068293,4175482.952463109511882,1,14700
696390.351103982422501,4175464.21161168301478,1,14730
696413.777168265660293,4175445.470760256517678,1,14760
696437.203232549014501,4175426.729908829554915,1,14790
696460.629296832252294,4175407.989057403057814,1,14820
696484.055361115606502,4175389.248205976560712,1,14850
696507.481425398844294,4175370.507354549597949,1,14880
696530.907489682198502,4175351.766503123100847,1,14910
696554.333553965436295,4175333.025651696603745,1,14940
696577.759618248790503,4175314.284800270106643,1,14970
696601.185682532028295,4175295.54394884314388,1,15000
696624.611746815382503,4175276.803097416646779,1,15030
696648.037811098620296,4175258.062245990149677,1,15060
696671.463875381858088,4175239.321394563186914,1,15090
696694.889939665212296,4175220.580543136689812,1,15120
696718.316003948450089,4175201.83969171019271,1,15150
696741.742068231804296,4175183.098840283695608,1,15180
696765.168132515042089,4175164.357988856732845,1,15210
696788.594196798396297,4175145.617137430235744,1,15240
696812.020261081634089,4175126.876286003738642,1,15270
696835.446325364988297,4175108.135434576775879,1,15300
696858.87238964822609,4175089.394583150278777,1,15330
696882.298453931580298,4175070.653731723781675,1,15360
696905.72451821481809,4175051.912880297284573,1,15390
